Внутренний идентификатор;Снимаем;Реестровый номер с площадки;Название;Дата публикации в системе;Дата окончания;Цена;Валюта;Заказчик;ИНН заказчика;Площадка;Ссылка на тендер;Регион;Документация
71781003167;0;SBR028-2207010004;Закупка услуг на разработку, доработку, аналитику, тестирование ПО для ПАО «МТС-Банк;01.07.2022 12:07;06.07.2022 11:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/989228;город Москва;http://www.tenderland.ru/getarch.php?id=71781003167&module=commerce
71781032853;0;2438702;Аттестации системы управления сетью передачи данных по классу 1Г;01.07.2022 12:41;08.07.2022 14:00;1;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2438702;город Москва;http://www.tenderland.ru/getarch.php?id=71781032853&module=commerce
71786180441;0;SBR028-2207040018;Выполнение работ по разработке проектно-сметной документации, выполнение работ по монтажу системы охранно-пожарной сигнализации, системы контроля и управления доступом и системы видеонаблюдения в помещении ООО «Красноярский» ПАО «МТС-Банк», расположенного по адресу: г. Красноярск, ул.Ленина 112;04.07.2022 14:07;11.07.2022 10:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/7/0/0/990014;город Москва;http://www.tenderland.ru/getarch.php?id=71786180441&module=commerce
71787662446;1;2440460;Телефонные аппараты;05.07.2022 10:01;08.07.2022 11:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2440460;город Москва;http://www.tenderland.ru/getarch.php?id=71787662446&module=commerce
71788107905;1;160912;160912 160912 Уведомление о продлении срока проведении запроса информации на поставку смартфона г. Москва;05.07.2022 15:52;11.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50346;город Москва;
71789348271;1;160932;160932 160932 Уведомление о продлении срока проведении запроса информации на поставку видеокарт, г. Москва;06.07.2022 8:12;12.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50359;город Москва;
71789348272;1;160936;160936 160936 Уведомление о продлении срока проведении запроса информации на поставку компьютерного оборудования, г. Москва;06.07.2022 8:12;12.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50361;город Москва;
71789541800;0;;"1000066.t Уведомление о публикации ЗП на ЭТП РТС-тендер ""Выполнение проектно-изыскательских (ПИР) и строительно-монтажных работы (СМР) по строительству телефонной канализации, линий связи и сопутствующей инфраструктуры В2О на территории г. Москвы, Новой Москве и Московской области""";06.07.2022 10:53;14.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50368;город Москва;
71789747532;1;2442026;Коммутатор DGS-1210-28/ME или аналог;06.07.2022 13:41;08.07.2022 9:00;121 028,00;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2442026;город Москва;http://www.tenderland.ru/getarch.php?id=71789747532&module=commerce
71789778323;0;3036796;Запрос предложений № 3036796 возможно по лотовое участие Изготовление, поставка, установка мебели, в помещении административного офиса ООО МТС Диджитал, расположенного по адресу: г. Ростов-на-Дону, Мечникова ул., д. 39В, 4 этаж;06.07.2022 14:01;22.07.2022 15:00;-;RUB;ООО «МТС ДИДЖИТАЛ» 7707767501;7707767501;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3036796;Ростовская область;
71791303788;0;3037916;Запрос предложений № 3037916 Помпа мембранная G10 C3700016 ф. WANNER Помпа мембранная G10 C3700016 ф. WANNER;07.07.2022 10:01;13.07.2022 12:00;-;RUB;ООО «УАЗ» 7327077188;7327077188;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3037916;Нижегородская область;
71791461167;0;3038035;Запрос предложений № 3038035 Ротационная муфта 1109-020-188 DEUBLIN -1шт Ротационная муфта №зак.1129-864-865 фирма Deublin  -3шт Ротационные муфты фирма Deublin  -3шт;07.07.2022 12:01;13.07.2022 11:00;-;RUB;ООО «УАЗ» 7327077188;7327077188;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3038035;Нижегородская область;
71791765716;0;SBR028-2207070013;Разработка интерактивного ПО отображения и управления светофорами, разработку модуля архивирования событий системы управления светофорами, установку оборудования в г. Москва;07.07.2022 15:57;11.07.2022 17:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/992434;город Москва;http://www.tenderland.ru/getarch.php?id=71791765716&module=commerce
71791809612;0;2443593;Выбор подрядных организаций на право заключения рамочных договоров на выполнение проектно-изыскательских, строительно-монтажных и пуско-наладочных работ для организации телекоммуникационной инфраструктуры в интересах государственных и муниципальных Заказчиков.;07.07.2022 16:21;07.07.2023 15:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2443593;город Москва;http://www.tenderland.ru/getarch.php?id=71791809612&module=commerce
71792011729;0;161067;161067 161067 Уведомление о продлении срока проведения запроса информации на поставку СХД, г. Москва;07.07.2022 18:53;20.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50434;город Москва;
71792987223;0;2443825;Средства индивидуальной защиты;08.07.2022 7:22;14.07.2022 14:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2443825;город Москва;http://www.tenderland.ru/getarch.php?id=71792987223&module=commerce
71793019634;0;161081;161081 161081 Уведомление о продлении срока проведения запроса информации на поставку системы управления уличным освещением г. Москва;08.07.2022 7:52;20.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50447;город Москва;
71793392541;1;B0807221035348;B0807221035348 Открытый запрос предложений на поставку направляющих для сервера;08.07.2022 12:33;14.07.2022 16:00;-;RUB;"Общество с ограниченной ответственностью ""Элемент-Технологии"" 7735189323";7735189323;www.roseltorg.ru;https://www.roseltorg.ru/procedure/B0807221035348;город Москва;http://www.tenderland.ru/getarch.php?id=71793392541&module=commerce
71793694381;1;COM08072200102;COM08072200102 Поставка оригинальных расходных материалов к печатному оборудованию Hewlett Packard;08.07.2022 16:15;15.07.2022 12:00;14 465 719,00;RUB;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РТИ"" 7713723559";7713723559;www.roseltorg.ru;https://www.roseltorg.ru/procedure/COM08072200102;город Москва;http://www.tenderland.ru/getarch.php?id=71793694381&module=commerce
71798259883;0;2445007;Провод ШТПЛ нг А-LS 4х0,12;11.07.2022 7:00;18.07.2022 14:00;40;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2445007;город Москва;http://www.tenderland.ru/getarch.php?id=71798259883&module=commerce
71798606599;1;161203;161203 161203 Уведомление о проведении запроса информации на поставку сервера, г. Москва;11.07.2022 11:51;15.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50491;город Москва;
71798638753;0;SBR028-2207110018;Второй тур! Закупка услуг физической охраны, осуществление круглосуточного автоматического контроля за состоянием комплексов технических средств безопасности, охранно-пожарной и тревожной сигнализации (ОПТС), контроль работоспособности системы охранного телевидения (СОТ), а так же техническое обслуживание и ремонт систем ОТПС, СОТ, установленных на дополнительных офисах РЦВ ПАО «МТС-Банк»;11.07.2022 12:08;18.07.2022 7:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/993914;город Москва;http://www.tenderland.ru/getarch.php?id=71798638753&module=commerce
71798788979;0;SBR028-2207110023;ПЗ-20220061 - Выполнение работ по комплексному техническому обслуживанию и капитальному ремонту лифтового оборудования: Лот №1. на объектах АО «Бизнес-Недвижимость» и прочих объектах. Лот №2. на объектах ООО «УК ЛэндПрофит».;11.07.2022 14:10;20.07.2022 12:00;-;RUB;АО Бизнес-Недвижимость 7708797121;7708797121;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/994028;город Москва;http://www.tenderland.ru/getarch.php?id=71798788979&module=commerce
71799088341;0;SBR028-2207110031;ПЗ-20220060 - Выполнение работ по монтажу АПС, СОУЭ в помещениях объекта, расположенного по адресу: г. Санкт-Петербург, ул. Седова, д. 5, лит. А, (4 этаж), - для нужд ПАО «Интуравтосервис».;11.07.2022 18:09;20.07.2022 16:00;-;RUB;АО Бизнес-Недвижимость 7708797121;7708797121;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/994238;город Санкт-Петербург;http://www.tenderland.ru/getarch.php?id=71799088341&module=commerce
71800097072;0;2446171;Продление технической поддержки комплекса CryptoPro;12.07.2022 7:42;18.07.2022 10:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2446171;город Москва;http://www.tenderland.ru/getarch.php?id=71800097072&module=commerce
71800125990;1;2446192;"Планшетный компьютер Apple iPad Pro 11"" 256GB Wi-Fi + Cellular, Чехол-клавиатура Apple Magic Keyboard for iPad Pro 11"", Стилус Apple Pencil (2nd Generation) p/n MU8F2ZM/A";12.07.2022 8:02;18.07.2022 10:00;11 256,00;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2446192;город Москва;http://www.tenderland.ru/getarch.php?id=71800125990&module=commerce
71800287675;0;SBR028-2207120004;Открытый запрос предложений на приобретение и внедрение автоматизированной комплексной HR платформы для реализации основных HR процессов (подбор, постановка целей и КПЭ, оценка, развитие, карьера, личный профиль, HR аналитика) для ПАО «МТС-Банк».;12.07.2022 10:09;25.07.2022 12:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/994545;город Москва;http://www.tenderland.ru/getarch.php?id=71800287675&module=commerce
71800518387;1;ГП219816;Поставка партий индикаторных номерных (штрих-код) пломбировочных (сигнальных) устройств (ленты).;12.07.2022 13:06;20.07.2022 15:30;-;RUB;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РТ-ИНВЕСТ ТРАНСПОРТНЫЕ СИСТЕМЫ 7704869777;7704869777;etpgpb.ru;https://etpgpb.ru/procedure/tender/etp/656799-postavka-partiy-indikatornyh-nyh-shtrih-kod-plombirovochnyh-signalnyh-ustroystv-lenty/;город Москва;
71800557498;0;2446366;Щиты рядовой защиты, шкафы вводно распределительные;12.07.2022 13:43;25.07.2022 12:00;9 694 897,00;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2446366;город Москва;http://www.tenderland.ru/getarch.php?id=71800557498&module=commerce
71800684165;0;2446912/1;Средства индивидуальной защиты от падения с высоты;12.07.2022 15:22;25.07.2022 12:00;1 502 623,00;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2446912#1;город Москва;http://www.tenderland.ru/getarch.php?id=71800684165&module=commerce
71800684166;0;2446912/2;Средства индивидуальной защиты от падения с высоты;12.07.2022 15:22;25.07.2022 12:00;3 005 640,00;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2446912#2;город Москва;
71800757051;1;COM12072200093;COM12072200093 Поставка серверного оборудования и комплектующих;12.07.2022 16:15;25.07.2022 12:00;-;RUB;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОМЫШЛЕННАЯ КОМПАНИЯ ""ВЫСОКИЕ ТЕХНОЛОГИИ И СТРАТЕГИЧЕСКИЕ СИСТЕМЫ"" 7713211631";7713211631;www.roseltorg.ru;https://www.roseltorg.ru/procedure/COM12072200093;Московская область;
71800896778;0;3041736;Запрос предложений № 3041736 возможно по лотовое участие Изготовление, поставка, установка мебели, в помещении административного офиса ООО МТС Диджитал, расположенного по адресу г. Москва, проспект Андропова, д. 18, корп. 9, 18 этаж;12.07.2022 18:02;25.07.2022 11:00;-;RUB;ООО «МТС ДИДЖИТАЛ» 7707767501;7707767501;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3041736;город Москва;
71800905842;0;SBR028-2207120032;Проведение работ по созданию системы диспетчеризации зарядной инфраструктуры автобусного парка вблизи деревни Красная Пахра, поселение Краснопахорское, ТиНАО;12.07.2022 18:09;19.07.2022 15:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/995066;Московская область;http://www.tenderland.ru/getarch.php?id=71800905842&module=commerce
71801886691;0;2447441/1;поставка продукции Трассоискатели и Металлоискатели (2 лота) для ПАО МГТС;13.07.2022 7:02;18.07.2022 9:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2447441#1;город Москва;http://www.tenderland.ru/getarch.php?id=71801886691&module=commerce
71801886692;0;2447441/2;поставка продукции Трассоискатели и Металлоискатели (2 лота) для ПАО МГТС;13.07.2022 7:02;18.07.2022 9:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2447441#2;город Москва;
71801959304;0;ГП219956;АВР на сетях КТВ, ШПД и телефонии в г. Междуреченск 2022-2024гг;13.07.2022 8:05;22.07.2022 13:00;-;RUB;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО МОБИЛЬНЫЕ ТЕЛЕСИСТЕМЫ 7740000076;7740000076;etpgpb.ru;https://etpgpb.ru/procedure/tender/etp/657119-avr-na-setyah-ktv-shpd-i-telefonii-v-g-mezhdurechensk-2022-2024gg/;город Москва;http://www.tenderland.ru/getarch.php?id=71801959304&module=commerce
71802423444;1;SBR028-2207130021;Открытый запрос цен на продление лицензии системы управления и тестирования TestIT Management System на 1 год для ПАО «МТС Банк».;13.07.2022 14:08;21.07.2022 12:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/995599;город Москва;http://www.tenderland.ru/getarch.php?id=71802423444&module=commerce
71802572972;1;COM13072200062;Поставка оригинальных расходных материалов Canon;13.07.2022 16:05;20.07.2022 12:00;60 414 848,93;RUB;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РТИ"" 7713723559";7713723559;com.roseltorg.ru;https://com.roseltorg.ru/#com/procedure/view/procedure/786971;город Москва;http://www.tenderland.ru/getarch.php?id=71802572972&module=commerce
71802878287;0;SBR028-2207130030;"Поставка полноприводного трактора «Беларус-622» (ЛОТ №1); ковша челюстного шириной 1,8 м (ЛОТ №2); полуприцепа-самосвала 1,5 т П03.00.400 (ЛОТ №3); косилки роторной КНР-2,1Д (дорожный вариант) (ЛОТ №4); отвала для уборки снега SPRING (ЛОТ №5); фронтального погрузчика Т-812 с джойстиком (ЛОТ №6); оборудования поливимоечного (Бочка ОПМ 3.5) (ЛОТ №7); щетки дорожной УН 82 люкс (ЛОТ №8); снегоочистителя СТ-1500 (ЛОТ №9) для ООО «Комплекс «Серебряный бор»";13.07.2022 20:08;22.07.2022 12:00;-;RUB;"ООО ""КОМПЛЕКС ""СЕРЕБРЯНЫЙ БОР"" 7734549559";7734549559;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/995984;Московская область;http://www.tenderland.ru/getarch.php?id=71802878287&module=commerce
71803717346;0;161406;161406 161406 Уведомление о проведении запроса информации на поставку межсетевых экранов, г. Москва;14.07.2022 7:10;20.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50632;город Москва;
71803754907;1;161409;161409 161409-2 Уведомление о продлении срока проведения запроса информации на поставку Wi-Fi оборудования, г. Калининград;14.07.2022 7:50;27.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50641;Калининградская область;
71803933974;0;SBR028-2207140002;Выполнение работ по разработке проектно-сметной документации, выполнение работ по монтажу системы охранно-пожарной сигнализации, системы контроля и управления доступом и системы видеонаблюдения в помещении ООО «Красноярский» ПАО «МТС-Банк», расположенного по адресу: г. Красноярск, ул. Ленина 112;14.07.2022 10:07;20.07.2022 7:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/996119;Самарская область;http://www.tenderland.ru/getarch.php?id=71803933974&module=commerce
71803940812;0;161418;161418 161418 Уведомление о проведении запроса информации на поставку СХД, г. Москва;14.07.2022 10:10;20.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50646;город Москва;
71804084337;0;SBR028-2207140008;"Открытый запрос предложений Закупка лицензий на право предоставления доступа к системе мониторинга социальных медиа и СМИ и Help Desk системе для обработки обращений для ПАО ""МТС-Банк""";14.07.2022 12:07;28.07.2022 10:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/996310;город Москва;http://www.tenderland.ru/getarch.php?id=71804084337&module=commerce
71804363504;1;COM13072200062;COM13072200062 Поставка оригинальных расходных материалов Canon;14.07.2022 15:56;20.07.2022 12:00;60 414 848,00;RUB;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РТИ"" 7713723559";7713723559;www.roseltorg.ru;https://www.roseltorg.ru/procedure/COM13072200062;город Москва;
71806150104;0;ГП231560;Оказание услуг по внедрению программного обеспечения электронного кадрового документооборота (ЭКДО) и поставку лицензий.;15.07.2022 15:07;29.07.2022 15:00;-;RUB;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РТ-ИНВЕСТ ТРАНСПОРТНЫЕ СИСТЕМЫ 7704869777;7704869777;etpgpb.ru;https://etpgpb.ru/procedure/tender/etp/658384-okazanie-uslug-po-vnedreniyu-programmnogo-obespecheniya-elektronnogo-kadrovogo-dokumentooborota-ekdo-i-postavku-litsenziy/;город Москва;http://www.tenderland.ru/getarch.php?id=71806150104&module=commerce
71811173056;1;SBR028-2207180007;Лот 1 закупка карт Закупка карт Union Pay и Union Pay Platinum для ПАО «МТС-Банк» Лот 2 закупка карт Мир для ПАО «МТС-Банк»;18.07.2022 12:11;19.07.2022 16:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/998031;город Москва;http://www.tenderland.ru/getarch.php?id=71811173056&module=commerce
71811469323;0;SBR028-2207180023;Оказание услуг по корректировке сцен обзора видеокамер, устранению неисправностей и организации передачи видеоизображений с объектов проведения мероприятий;18.07.2022 16:10;26.07.2022 11:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/998333;город Москва;http://www.tenderland.ru/getarch.php?id=71811469323&module=commerce
71811622312;0;SBR028-2207180024;ПЗ-20220058 - Выполнение работ по внедрению системы защиты информации на базе решения Kaspersky Symphony XDR.;18.07.2022 18:09;02.08.2022 14:00;-;RUB;АО Бизнес-Недвижимость 7708797121;7708797121;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/998389;город Москва;http://www.tenderland.ru/getarch.php?id=71811622312&module=commerce
71811631023;1;COM18072200061;COM18072200061 Поставка аудио-видео оборудования;18.07.2022 18:16;29.07.2022 13:00;-;RUB;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОМЫШЛЕННАЯ КОМПАНИЯ ""ВЫСОКИЕ ТЕХНОЛОГИИ И СТРАТЕГИЧЕСКИЕ СИСТЕМЫ"" 7713211631";7713211631;www.roseltorg.ru;https://www.roseltorg.ru/procedure/COM18072200061;-;
71811632667;0;2451309;ПИР, СМР по замене ворот по адресу: г.Томск, ул. Герцена, 68 стр 5;18.07.2022 18:21;21.07.2022 13:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2451309;город Москва;http://www.tenderland.ru/getarch.php?id=71811632667&module=commerce
71812572424;1;161620;161620 161620 Уведомление о проведении запроса информации на поставку Видеорегистраторов и Жестких дисков г. Москва;19.07.2022 8:50;20.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50768;город Москва;
71812600925;0;ГП231860;Оказание услуг по техническому обслуживанию и ремонтусистем кондиционирования крупных сетевых элементовфилиала ПАО “МТС” в Хабаровском крае;19.07.2022 9:07;26.07.2022 12:00;-;RUB;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО МОБИЛЬНЫЕ ТЕЛЕСИСТЕМЫ 7740000076;7740000076;etpgpb.ru;https://etpgpb.ru/procedure/tender/etp/659087-okazanie-uslug-po-tehnicheskomu-obsluzhivaniyu-i-remontu-sistem-konditsionirovaniya-krupnyh-setevyh-elementov-filiala-pao-mts-v-habarovskom-krae/;город Москва;
71812664766;0;COM19072200005;COM19072200005 Поставка ручного пресса;19.07.2022 10:02;05.08.2022 13:00;-;RUB;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОМЫШЛЕННАЯ КОМПАНИЯ ""ВЫСОКИЕ ТЕХНОЛОГИИ И СТРАТЕГИЧЕСКИЕ СИСТЕМЫ"" 7713211631";7713211631;www.roseltorg.ru;https://www.roseltorg.ru/procedure/COM19072200005;-;http://www.tenderland.ru/getarch.php?id=71812664766&module=commerce
71812757789;1;2452559;Картриджи для принтера Brother P-Touch;19.07.2022 11:21;22.07.2022 10:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2452559;город Москва;http://www.tenderland.ru/getarch.php?id=71812757789&module=commerce
71812838348;0;2452577;Выполнение работ по оформлению и модернизации электроустановок в Приморском крае;19.07.2022 12:22;28.07.2022 12:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2452577;город Москва;http://www.tenderland.ru/getarch.php?id=71812838348&module=commerce
71813218393;0;161392,1;161392,1 161392 Уведомление о продлении срока проведения закупочной процедуры на поставку офисной мебели по адресу: г. Москва, ул. Воронцовская, д.1/3, стр.2, 2а, 4-6 эт.;19.07.2022 17:12;01.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50821;город Москва;
71814322634;0;161680;161680 Проведение проектно-изыскательских работ по доработке, существующей проектной и рабочей документации на модернизацию основного Телепорта системы непосредственного телевизионного вещания ПАО «МТС» расположенного в г. Москва (Торги №161680);20.07.2022 7:50;28.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50829;город Москва;
71814322635;0;159366-3;159366-3 Уведомление о проведении открытого запроса предложений на право заключения договора на выполнение работ по организации уличных зон отдыха на территории около помещений ПАО МТС, с благоустройством и озеленением на основании дизайн-проекта и согласованного проекта в г. Москва (Торги №159366-3);20.07.2022 7:50;27.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50832;город Москва;
71814515105;0;161682;161682 Выполнение ТО и АВР ЭПУ Eltek в регионах Центра в 2022-24г;20.07.2022 10:12;04.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50841;город Москва;
71815290211;0;SBR028-2207200021;"ВТОРОЙ ТУР. Выполнение работ по разработке проектно-сметной документации; ремонтно-строительных и электромонтажных работ, монтаж (создание) структурированной кабельной системы Филиалов ПАО «МТС-банк» в г. Волгоград по адресам: ул. Ленина, д.22а и ул. Мира, д.19 2 этаж";20.07.2022 20:08;27.07.2022 17:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1000125;Волгоградская область;
71816210505;0;161804;161804 Уведомление о проведении открытого запроса предложений на право заключения договора на выполнение работ по восстановлению защитного антикоррозионного покрытия МК антенно-мачтовых сооружений ПАО МТС на объектах сети радиодоступа региона Кемеровская область на период 2022-2023г.г. (Торги №161804).;21.07.2022 8:12;29.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50871;город Москва;
71816288478;0;161745;"161745 Открытый запрос предложений. Модернизация системы видеонаблюдения административно-технического здания на объекте филиала ПАО ""МТС"" в Республике Башкортостан, г. Уфа, ул. Халтурина 39/1";21.07.2022 9:11;26.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50874;город Москва;
71816712652;0;161468;161468 Физическая охрана объектов МТС в МР Поволжье;21.07.2022 14:53;08.08.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50897;город Москва;
71817110638;0;SBR028-2207210019;ВТОРОЙ ТУР! Поставка оборудования, монтажные и пусконаладочные работы системы охранно-пожарной и тревожной сигнализации, АПС и СОУЭ, системы охранного телевидения в помещении Операционного офиса «На улице Победы» ПАО «МТС-Банк» по адресу г. Самара, ул. Победы, д. 93;21.07.2022 20:09;28.07.2022 15:00;1 893 520,00;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/1000944;Самарская область;
71817801793;0;161843;161843 Уведомление о проведении открытого запроса предложений на право заключения договора на поставку программы для ЭВМ 1С-Битрикс: Управление сайтом сроком на 12 месяцев (торги №161843);22.07.2022 5:10;27.07.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/50908;город Москва;
